date,description,amount,type
2024-01-20,Accounting Transaction 105,3045.45,CREDIT
2024-01-07,Accounting Transaction 106,4472.77,CREDIT
2024-02-19,Accounting Transaction 107,7623.61,DEBIT
2024-02-11,Accounting Transaction 108,5144.87,DEBIT
2024-02-25,Accounting Transaction 109,6550.38,DEBIT
2024-02-05,Accounting Transaction 110,8814.86,DEBIT
2024-01-19,Accounting Transaction 111,8036.08,DEBIT
2024-02-18,Accounting Transaction 112,9568.06,DEBIT
2024-02-23,Accounting Transaction 113,6686.47,CREDIT
2024-01-23,Accounting Transaction 114,5410.84,DEBIT
2024-01-16,Accounting Transaction 115,2159.47,DEBIT
2024-02-10,Accounting Transaction 116,4805.34,DEBIT
2024-01-15,Accounting Transaction 117,2084.87,DEBIT
2024-02-18,Accounting Transaction 118,3653.12,CREDIT
2024-02-22,Accounting Transaction 119,6751.7,CREDIT
2024-01-05,Accounting Transaction 120,1512.03,DEBIT
2024-01-01,Accounting Match 1,4791.29,DEBIT
2024-01-04,Accounting Match 2,1232.71,DEBIT
2024-01-02,Accounting Match 3,2233.72,DEBIT
2024-01-02,Accounting Match 4,4391.97,DEBIT
2024-01-06,Accounting Match 5,548.53,CREDIT
2024-01-05,Accounting Match 6,3318.13,DEBIT
2024-01-06,Accounting Match 7,596.41,CREDIT
2024-01-06,Accounting Match 8,888.01,CREDIT
2024-01-09,Accounting Match 9,3284.55,CREDIT
2024-01-10,Accounting Match 10,571.15,DEBIT
2024-01-09,Accounting Match 11,1348.45,DEBIT
2024-01-13,Accounting Match 12,1894.58,CREDIT
2024-01-14,Accounting Match 13,1974.14,DEBIT
2024-01-14,Accounting Match 14,3937.68,CREDIT
2024-01-14,Accounting Match 15,4344.51,CREDIT
2024-01-15,Accounting Match 16,4028.37,DEBIT
2024-01-16,Accounting Match 17,1696.46,CREDIT
2024-01-18,Accounting Match 18,4056.06,CREDIT
2024-01-20,Accounting Match 19,2856.37,DEBIT
2024-01-19,Accounting Match 20,279.84,DEBIT
2024-01-23,Accounting Match 21,2349.38,CREDIT
2024-01-23,Accounting Match 22,4451.11,DEBIT
2024-01-22,Accounting Match 23,2356.24,DEBIT
2024-01-25,Accounting Match 24,182.42,DEBIT
2024-01-27,Accounting Match 25,4180.97,CREDIT
2024-01-24,Accounting Match 26,2104.65,DEBIT
2024-01-25,Accounting Match 27,2514.98,DEBIT
2024-01-30,Accounting Match 28,3618.24,CREDIT
2024-01-30,Accounting Match 29,2535.89,CREDIT
2024-02-01,Accounting Match 30,1071.14,CREDIT
2024-02-01,Accounting Match 31,4273.37,DEBIT
2024-02-01,Accounting Match 32,4006.52,DEBIT
2024-01-31,Accounting Match 33,1450.12,DEBIT
2024-02-03,Accounting Match 34,1103.17,CREDIT
2024-02-05,Accounting Match 35,535.3,DEBIT
2024-02-05,Accounting Match 36,736.72,DEBIT
2024-02-04,Accounting Match 37,3524.43,CREDIT
2024-02-08,Accounting Match 38,3834.32,DEBIT
2024-02-07,Accounting Match 39,3250.78,CREDIT
2024-02-10,Accounting Match 40,1886.38,CREDIT
2024-02-10,Accounting Match 41,4939.71,DEBIT
2024-02-11,Accounting Match 42,626.37,DEBIT
2024-02-10,Accounting Match 43,1077.87,DEBIT
2024-02-11,Accounting Match 44,4009.3,CREDIT
2024-02-13,Accounting Match 45,675.03,DEBIT
2024-02-16,Accounting Match 46,694.12,CREDIT
2024-02-14,Accounting Match 47,4488.19,DEBIT
2024-02-16,Accounting Match 48,884.03,CREDIT
2024-02-16,Accounting Match 49,3184.66,CREDIT
2024-02-20,Accounting Match 50,2952.9,CREDIT
2024-01-18,Accounting Transaction 1,237.52,CREDIT
2024-01-18,Accounting Transaction 2,9665.37,CREDIT
2024-01-16,Accounting Transaction 3,1367.48,DEBIT
2024-02-06,Accounting Transaction 4,9120.15,CREDIT
2024-01-05,Accounting Transaction 5,2343.66,DEBIT
2024-02-21,Accounting Transaction 6,6461.9,CREDIT
2024-01-24,Accounting Transaction 7,8462.94,CREDIT
2024-01-18,Accounting Transaction 8,2606.45,CREDIT
2024-02-18,Accounting Transaction 9,6986.32,DEBIT
2024-02-06,Accounting Transaction 10,3443.22,CREDIT
2024-01-04,Accounting Transaction 11,6497.06,CREDIT
2024-02-27,Accounting Transaction 12,685.02,CREDIT
2024-02-12,Accounting Transaction 13,9905.08,CREDIT
2024-02-25,Accounting Transaction 14,603.23,CREDIT
2024-02-14,Accounting Transaction 15,3226.63,DEBIT
2024-02-11,Accounting Transaction 16,3283.45,CREDIT
2024-01-25,Accounting Transaction 17,2674.5,DEBIT
2024-01-18,Accounting Transaction 18,1975.04,DEBIT
2024-02-14,Accounting Transaction 19,3643.55,CREDIT
2024-02-17,Accounting Transaction 20,3642.02,DEBIT
2024-01-10,Accounting Transaction 21,5272.94,CREDIT
2024-01-16,Accounting Transaction 22,4028.53,CREDIT
2024-01-26,Accounting Transaction 23,9604.07,CREDIT
2024-02-20,Accounting Transaction 24,1619.32,CREDIT
2024-01-20,Accounting Transaction 25,8816.14,DEBIT
2024-01-01,Accounting Transaction 26,7573.85,CREDIT
2024-02-04,Accounting Transaction 27,219.22,DEBIT
2024-01-25,Accounting Transaction 28,4906.1,DEBIT
2024-01-02,Accounting Transaction 29,9632.6,DEBIT
2024-02-05,Accounting Transaction 30,4880.96,DEBIT
2024-02-26,Accounting Transaction 31,1941.66,DEBIT
2024-02-27,Accounting Transaction 32,6872.38,DEBIT
2024-02-02,Accounting Transaction 33,3661.91,CREDIT
2024-02-04,Accounting Transaction 34,576.01,DEBIT
2024-02-06,Accounting Transaction 35,1363.9,DEBIT
2024-02-23,Accounting Transaction 36,6918.84,CREDIT
2024-02-09,Accounting Transaction 37,939.83,CREDIT
2024-01-08,Accounting Transaction 38,2530.51,CREDIT
2024-01-06,Accounting Transaction 39,6692.85,DEBIT
2024-02-22,Accounting Transaction 40,9112.39,CREDIT
2024-01-26,Accounting Transaction 41,3079.6,DEBIT
2024-01-08,Accounting Transaction 42,2234.66,CREDIT
2024-02-24,Accounting Transaction 43,4335.32,DEBIT
2024-02-04,Accounting Transaction 44,8394.63,DEBIT
2024-02-20,Accounting Transaction 45,3135.56,DEBIT
2024-01-07,Accounting Transaction 46,8168.27,CREDIT
2024-02-01,Accounting Transaction 47,6173.38,CREDIT
2024-01-28,Accounting Transaction 48,9621.84,DEBIT
2024-02-26,Accounting Transaction 49,8038.63,DEBIT
2024-02-24,Accounting Transaction 50,7304.68,CREDIT
2024-01-29,Accounting Transaction 51,2176.17,CREDIT
2024-01-22,Accounting Transaction 52,2598.27,DEBIT
2024-01-29,Accounting Transaction 53,9468.67,CREDIT
2024-01-27,Accounting Transaction 54,1549.9,CREDIT
2024-02-29,Accounting Transaction 55,5687.81,DEBIT
2024-01-16,Accounting Transaction 56,823.97,DEBIT
2024-01-27,Accounting Transaction 57,2317.11,CREDIT
2024-02-23,Accounting Transaction 58,1448.35,CREDIT
2024-01-28,Accounting Transaction 59,7965.63,DEBIT
2024-02-19,Accounting Transaction 60,5501.14,DEBIT
2024-02-23,Accounting Transaction 61,3857.41,CREDIT
2024-02-13,Accounting Transaction 62,3285.97,CREDIT
2024-02-01,Accounting Transaction 63,7448.62,CREDIT
2024-01-09,Accounting Transaction 64,3552.32,DEBIT
2024-01-04,Accounting Transaction 65,6034.54,CREDIT
2024-02-04,Accounting Transaction 66,1528.26,DEBIT
2024-02-16,Accounting Transaction 67,7682.07,CREDIT
2024-01-04,Accounting Transaction 68,3320.94,DEBIT
2024-02-28,Accounting Transaction 69,6061.41,CREDIT
2024-02-12,Accounting Transaction 70,7552.87,DEBIT
2024-02-26,Accounting Transaction 71,8863.05,DEBIT
2024-02-27,Accounting Transaction 72,3059.88,CREDIT
2024-02-11,Accounting Transaction 73,4565.81,CREDIT
2024-02-06,Accounting Transaction 74,1551.02,DEBIT
2024-01-10,Accounting Transaction 75,813.86,DEBIT
2024-01-17,Accounting Transaction 76,3929.45,DEBIT
2024-01-20,Accounting Transaction 77,9795.09,CREDIT
2024-01-04,Accounting Transaction 78,9701.99,DEBIT
2024-01-30,Accounting Transaction 79,6636.62,CREDIT
2024-01-18,Accounting Transaction 80,5871.72,CREDIT
2024-02-26,Accounting Transaction 81,6238.78,DEBIT
2024-02-14,Accounting Transaction 82,9858.36,CREDIT
2024-01-15,Accounting Transaction 83,647.07,CREDIT
2024-02-23,Accounting Transaction 84,9437.41,DEBIT
2024-02-29,Accounting Transaction 85,9731.2,CREDIT
2024-01-04,Accounting Transaction 86,2960.03,DEBIT
2024-02-19,Accounting Transaction 87,3252.66,DEBIT
2024-02-26,Accounting Transaction 88,8772.56,DEBIT
2024-01-04,Accounting Transaction 89,8651.3,CREDIT
2024-02-23,Accounting Transaction 90,8984.92,DEBIT
2024-02-28,Accounting Transaction 91,4872.88,DEBIT
2024-01-27,Accounting Transaction 92,5284.03,CREDIT
2024-01-19,Accounting Transaction 93,1832.0,CREDIT
2024-02-07,Accounting Transaction 94,8712.36,DEBIT
2024-02-07,Accounting Transaction 95,8612.28,CREDIT
2024-01-29,Accounting Transaction 96,637.53,CREDIT
2024-01-29,Accounting Transaction 97,591.04,CREDIT
2024-01-13,Accounting Transaction 98,2521.89,CREDIT
2024-02-17,Accounting Transaction 99,7211.63,DEBIT
2024-01-04,Accounting Transaction 100,6211.23,DEBIT
2024-03-01,Accounting Transaction 101,2447.71,CREDIT
2024-01-28,Accounting Transaction 102,1777.84,CREDIT
2024-01-22,Accounting Transaction 103,153.94,DEBIT
2024-02-09,Accounting Transaction 104,6467.12,DEBIT
2024-01-20,Accounting Transaction 105,3045.45,CREDIT
2024-01-07,Accounting Transaction 106,4472.77,CREDIT
2024-02-19,Accounting Transaction 107,7623.61,DEBIT
2024-02-11,Accounting Transaction 108,5144.87,DEBIT
2024-02-25,Accounting Transaction 109,6550.38,DEBIT
2024-02-05,Accounting Transaction 110,8814.86,DEBIT
2024-01-19,Accounting Transaction 111,8036.08,DEBIT
2024-02-18,Accounting Transaction 112,9568.06,DEBIT
2024-02-23,Accounting Transaction 113,6686.47,CREDIT
2024-01-23,Accounting Transaction 114,5410.84,DEBIT
2024-01-16,Accounting Transaction 115,2159.47,DEBIT
2024-02-10,Accounting Transaction 116,4805.34,DEBIT
2024-01-15,Accounting Transaction 117,2084.87,DEBIT
2024-02-18,Accounting Transaction 118,3653.12,CREDIT
2024-02-22,Accounting Transaction 119,6751.7,CREDIT
2024-01-05,Accounting Transaction 120,1512.03,DEBIT
2024-01-01,Accounting Match 1,4791.29,DEBIT
2024-01-04,Accounting Match 2,1232.71,DEBIT
2024-01-02,Accounting Match 3,2233.72,DEBIT
2024-01-02,Accounting Match 4,4391.97,DEBIT
2024-01-06,Accounting Match 5,548.53,CREDIT
2024-01-05,Accounting Match 6,3318.13,DEBIT
2024-01-06,Accounting Match 7,596.41,CREDIT
2024-01-06,Accounting Match 8,888.01,CREDIT
2024-01-09,Accounting Match 9,3284.55,CREDIT
2024-01-10,Accounting Match 10,571.15,DEBIT
2024-01-09,Accounting Match 11,1348.45,DEBIT
2024-01-13,Accounting Match 12,1894.58,CREDIT
2024-01-14,Accounting Match 13,1974.14,DEBIT
2024-01-14,Accounting Match 14,3937.68,CREDIT
2024-01-14,Accounting Match 15,4344.51,CREDIT
2024-01-15,Accounting Match 16,4028.37,DEBIT
2024-01-16,Accounting Match 17,1696.46,CREDIT
2024-01-18,Accounting Match 18,4056.06,CREDIT
2024-01-20,Accounting Match 19,2856.37,DEBIT
2024-01-19,Accounting Match 20,279.84,DEBIT
2024-01-23,Accounting Match 21,2349.38,CREDIT
2024-01-23,Accounting Match 22,4451.11,DEBIT
2024-01-22,Accounting Match 23,2356.24,DEBIT
2024-01-25,Accounting Match 24,182.42,DEBIT
2024-01-27,Accounting Match 25,4180.97,CREDIT
2024-01-24,Accounting Match 26,2104.65,DEBIT
2024-01-25,Accounting Match 27,2514.98,DEBIT
2024-01-30,Accounting Match 28,3618.24,CREDIT
2024-01-30,Accounting Match 29,2535.89,CREDIT
2024-02-01,Accounting Match 30,1071.14,CREDIT
2024-02-01,Accounting Match 31,4273.37,DEBIT
2024-02-01,Accounting Match 32,4006.52,DEBIT
2024-01-31,Accounting Match 33,1450.12,DEBIT
2024-02-03,Accounting Match 34,1103.17,CREDIT
2024-02-05,Accounting Match 35,535.3,DEBIT
2024-02-05,Accounting Match 36,736.72,DEBIT
2024-02-04,Accounting Match 37,3524.43,CREDIT
2024-02-08,Accounting Match 38,3834.32,DEBIT
2024-02-07,Accounting Match 39,3250.78,CREDIT
2024-02-10,Accounting Match 40,1886.38,CREDIT
2024-02-10,Accounting Match 41,4939.71,DEBIT
2024-02-11,Accounting Match 42,626.37,DEBIT
2024-02-10,Accounting Match 43,1077.87,DEBIT
2024-02-11,Accounting Match 44,4009.3,CREDIT
2024-02-13,Accounting Match 45,675.03,DEBIT
2024-02-16,Accounting Match 46,694.12,CREDIT
2024-02-14,Accounting Match 47,4488.19,DEBIT
2024-02-16,Accounting Match 48,884.03,CREDIT
2024-02-16,Accounting Match 49,3184.66,CREDIT
2024-02-20,Accounting Match 50,2952.9,CREDIT
2024-01-18,Accounting Transaction 1,237.52,CREDIT
2024-01-18,Accounting Transaction 2,9665.37,CREDIT
2024-01-16,Accounting Transaction 3,1367.48,DEBIT
2024-02-06,Accounting Transaction 4,9120.15,CREDIT
2024-01-05,Accounting Transaction 5,2343.66,DEBIT
2024-02-21,Accounting Transaction 6,6461.9,CREDIT
2024-01-24,Accounting Transaction 7,8462.94,CREDIT
2024-01-18,Accounting Transaction 8,2606.45,CREDIT
2024-02-18,Accounting Transaction 9,6986.32,DEBIT
2024-02-06,Accounting Transaction 10,3443.22,CREDIT
2024-01-04,Accounting Transaction 11,6497.06,CREDIT
2024-02-27,Accounting Transaction 12,685.02,CREDIT
2024-02-12,Accounting Transaction 13,9905.08,CREDIT
2024-02-25,Accounting Transaction 14,603.23,CREDIT
2024-02-14,Accounting Transaction 15,3226.63,DEBIT
2024-02-11,Accounting Transaction 16,3283.45,CREDIT
2024-01-25,Accounting Transaction 17,2674.5,DEBIT
2024-01-18,Accounting Transaction 18,1975.04,DEBIT
2024-02-14,Accounting Transaction 19,3643.55,CREDIT
2024-02-17,Accounting Transaction 20,3642.02,DEBIT
2024-01-10,Accounting Transaction 21,5272.94,CREDIT
2024-01-16,Accounting Transaction 22,4028.53,CREDIT
2024-01-26,Accounting Transaction 23,9604.07,CREDIT
2024-02-20,Accounting Transaction 24,1619.32,CREDIT
2024-01-20,Accounting Transaction 25,8816.14,DEBIT
2024-01-01,Accounting Transaction 26,7573.85,CREDIT
2024-02-04,Accounting Transaction 27,219.22,DEBIT
2024-01-25,Accounting Transaction 28,4906.1,DEBIT
2024-01-02,Accounting Transaction 29,9632.6,DEBIT
2024-02-05,Accounting Transaction 30,4880.96,DEBIT
2024-02-26,Accounting Transaction 31,1941.66,DEBIT
2024-02-27,Accounting Transaction 32,6872.38,DEBIT
2024-02-02,Accounting Transaction 33,3661.91,CREDIT
2024-02-04,Accounting Transaction 34,576.01,DEBIT
2024-02-06,Accounting Transaction 35,1363.9,DEBIT
2024-02-23,Accounting Transaction 36,6918.84,CREDIT
2024-02-09,Accounting Transaction 37,939.83,CREDIT
2024-01-08,Accounting Transaction 38,2530.51,CREDIT
2024-01-06,Accounting Transaction 39,6692.85,DEBIT
2024-02-22,Accounting Transaction 40,9112.39,CREDIT
2024-01-26,Accounting Transaction 41,3079.6,DEBIT
2024-01-08,Accounting Transaction 42,2234.66,CREDIT
2024-02-24,Accounting Transaction 43,4335.32,DEBIT
2024-02-04,Accounting Transaction 44,8394.63,DEBIT
2024-02-20,Accounting Transaction 45,3135.56,DEBIT
2024-01-07,Accounting Transaction 46,8168.27,CREDIT
2024-02-01,Accounting Transaction 47,6173.38,CREDIT
2024-01-28,Accounting Transaction 48,9621.84,DEBIT
2024-02-26,Accounting Transaction 49,8038.63,DEBIT
2024-02-24,Accounting Transaction 50,7304.68,CREDIT
2024-01-29,Accounting Transaction 51,2176.17,CREDIT
2024-01-22,Accounting Transaction 52,2598.27,DEBIT
2024-01-29,Accounting Transaction 53,9468.67,CREDIT
2024-01-27,Accounting Transaction 54,1549.9,CREDIT
2024-02-29,Accounting Transaction 55,5687.81,DEBIT
2024-01-16,Accounting Transaction 56,823.97,DEBIT
2024-01-27,Accounting Transaction 57,2317.11,CREDIT
2024-02-23,Accounting Transaction 58,1448.35,CREDIT
2024-01-28,Accounting Transaction 59,7965.63,DEBIT
2024-02-19,Accounting Transaction 60,5501.14,DEBIT
2024-02-23,Accounting Transaction 61,3857.41,CREDIT
2024-02-13,Accounting Transaction 62,3285.97,CREDIT
2024-02-01,Accounting Transaction 63,7448.62,CREDIT
2024-01-09,Accounting Transaction 64,3552.32,DEBIT
2024-01-04,Accounting Transaction 65,6034.54,CREDIT
2024-02-04,Accounting Transaction 66,1528.26,DEBIT
2024-02-16,Accounting Transaction 67,7682.07,CREDIT
2024-01-04,Accounting Transaction 68,3320.94,DEBIT
2024-02-28,Accounting Transaction 69,6061.41,CREDIT
2024-02-12,Accounting Transaction 70,7552.87,DEBIT
2024-02-26,Accounting Transaction 71,8863.05,DEBIT
2024-02-27,Accounting Transaction 72,3059.88,CREDIT
2024-02-11,Accounting Transaction 73,4565.81,CREDIT
2024-02-06,Accounting Transaction 74,1551.02,DEBIT
2024-01-10,Accounting Transaction 75,813.86,DEBIT
2024-01-17,Accounting Transaction 76,3929.45,DEBIT
2024-01-20,Accounting Transaction 77,9795.09,CREDIT
2024-01-04,Accounting Transaction 78,9701.99,DEBIT
2024-01-30,Accounting Transaction 79,6636.62,CREDIT
2024-01-18,Accounting Transaction 80,5871.72,CREDIT
2024-02-26,Accounting Transaction 81,6238.78,DEBIT
2024-02-14,Accounting Transaction 82,9858.36,CREDIT
2024-01-15,Accounting Transaction 83,647.07,CREDIT
2024-02-23,Accounting Transaction 84,9437.41,DEBIT
2024-02-29,Accounting Transaction 85,9731.2,CREDIT
2024-01-04,Accounting Transaction 86,2960.03,DEBIT
2024-02-19,Accounting Transaction 87,3252.66,DEBIT
2024-02-26,Accounting Transaction 88,8772.56,DEBIT
2024-01-04,Accounting Transaction 89,8651.3,CREDIT
2024-02-23,Accounting Transaction 90,8984.92,DEBIT
2024-02-28,Accounting Transaction 91,4872.88,DEBIT
2024-01-27,Accounting Transaction 92,5284.03,CREDIT
2024-01-19,Accounting Transaction 93,1832.0,CREDIT
2024-02-07,Accounting Transaction 94,8712.36,DEBIT
2024-02-07,Accounting Transaction 95,8612.28,CREDIT
2024-01-29,Accounting Transaction 96,637.53,CREDIT
2024-01-29,Accounting Transaction 97,591.04,CREDIT
2024-01-13,Accounting Transaction 98,2521.89,CREDIT
2024-02-17,Accounting Transaction 99,7211.63,DEBIT
2024-01-04,Accounting Transaction 100,6211.23,DEBIT
2024-03-01,Accounting Transaction 101,2447.71,CREDIT
2024-01-28,Accounting Transaction 102,1777.84,CREDIT
2024-01-22,Accounting Transaction 103,153.94,DEBIT
2024-02-09,Accounting Transaction 104,6467.12,DEBIT
2024-01-20,Accounting Transaction 105,3045.45,CREDIT
2024-01-07,Accounting Transaction 106,4472.77,CREDIT
2024-02-19,Accounting Transaction 107,7623.61,DEBIT
2024-02-11,Accounting Transaction 108,5144.87,DEBIT
2024-02-25,Accounting Transaction 109,6550.38,DEBIT
2024-02-05,Accounting Transaction 110,8814.86,DEBIT
2024-01-19,Accounting Transaction 111,8036.08,DEBIT
2024-02-18,Accounting Transaction 112,9568.06,DEBIT
2024-02-23,Accounting Transaction 113,6686.47,CREDIT
2024-01-23,Accounting Transaction 114,5410.84,DEBIT
2024-01-16,Accounting Transaction 115,2159.47,DEBIT
2024-02-10,Accounting Transaction 116,4805.34,DEBIT
2024-01-15,Accounting Transaction 117,2084.87,DEBIT
2024-02-18,Accounting Transaction 118,3653.12,CREDIT
2024-02-22,Accounting Transaction 119,6751.7,CREDIT
2024-01-05,Accounting Transaction 120,1512.03,DEBIT
2024-01-01,Accounting Match 1,4791.29,DEBIT
2024-01-04,Accounting Match 2,1232.71,DEBIT
2024-01-02,Accounting Match 3,2233.72,DEBIT
2024-01-02,Accounting Match 4,4391.97,DEBIT
2024-01-06,Accounting Match 5,548.53,CREDIT
2024-01-05,Accounting Match 6,3318.13,DEBIT
2024-01-06,Accounting Match 7,596.41,CREDIT
2024-01-06,Accounting Match 8,888.01,CREDIT
2024-01-09,Accounting Match 9,3284.55,CREDIT
2024-01-10,Accounting Match 10,571.15,DEBIT
2024-01-09,Accounting Match 11,1348.45,DEBIT
2024-01-13,Accounting Match 12,1894.58,CREDIT
2024-01-14,Accounting Match 13,1974.14,DEBIT
2024-01-14,Accounting Match 14,3937.68,CREDIT
2024-01-14,Accounting Match 15,4344.51,CREDIT
2024-01-15,Accounting Match 16,4028.37,DEBIT
2024-01-16,Accounting Match 17,1696.46,CREDIT
2024-01-18,Accounting Match 18,4056.06,CREDIT
2024-01-20,Accounting Match 19,2856.37,DEBIT
2024-01-19,Accounting Match 20,279.84,DEBIT
2024-01-23,Accounting Match 21,2349.38,CREDIT
2024-01-23,Accounting Match 22,4451.11,DEBIT
2024-01-22,Accounting Match 23,2356.24,DEBIT
2024-01-25,Accounting Match 24,182.42,DEBIT
2024-01-27,Accounting Match 25,4180.97,CREDIT
2024-01-24,Accounting Match 26,2104.65,DEBIT
2024-01-25,Accounting Match 27,2514.98,DEBIT
2024-01-30,Accounting Match 28,3618.24,CREDIT
2024-01-30,Accounting Match 29,2535.89,CREDIT
2024-02-01,Accounting Match 30,1071.14,CREDIT
2024-02-01,Accounting Match 31,4273.37,DEBIT
2024-02-01,Accounting Match 32,4006.52,DEBIT
2024-01-31,Accounting Match 33,1450.12,DEBIT
2024-02-03,Accounting Match 34,1103.17,CREDIT
2024-02-05,Accounting Match 35,535.3,DEBIT
2024-02-05,Accounting Match 36,736.72,DEBIT
2024-02-04,Accounting Match 37,3524.43,CREDIT
2024-02-08,Accounting Match 38,3834.32,DEBIT
2024-02-07,Accounting Match 39,3250.78,CREDIT
2024-02-10,Accounting Match 40,1886.38,CREDIT
2024-02-10,Accounting Match 41,4939.71,DEBIT
2024-02-11,Accounting Match 42,626.37,DEBIT
2024-02-10,Accounting Match 43,1077.87,DEBIT
2024-02-11,Accounting Match 44,4009.3,CREDIT
2024-02-13,Accounting Match 45,675.03,DEBIT
2024-02-16,Accounting Match 46,694.12,CREDIT
2024-02-14,Accounting Match 47,4488.19,DEBIT
2024-02-16,Accounting Match 48,884.03,CREDIT
2024-02-16,Accounting Match 49,3184.66,CREDIT
2024-02-20,Accounting Match 50,2952.9,CREDIT
2024-01-18,Accounting Transaction 1,237.52,CREDIT
2024-01-18,Accounting Transaction 2,9665.37,CREDIT
2024-01-16,Accounting Transaction 3,1367.48,DEBIT
2024-02-06,Accounting Transaction 4,9120.15,CREDIT
2024-01-05,Accounting Transaction 5,2343.66,DEBIT
2024-02-21,Accounting Transaction 6,6461.9,CREDIT
2024-01-24,Accounting Transaction 7,8462.94,CREDIT
2024-01-18,Accounting Transaction 8,2606.45,CREDIT
2024-02-18,Accounting Transaction 9,6986.32,DEBIT
2024-02-06,Accounting Transaction 10,3443.22,CREDIT
2024-01-04,Accounting Transaction 11,6497.06,CREDIT
2024-02-27,Accounting Transaction 12,685.02,CREDIT
2024-02-12,Accounting Transaction 13,9905.08,CREDIT
2024-02-25,Accounting Transaction 14,603.23,CREDIT
2024-02-14,Accounting Transaction 15,3226.63,DEBIT
2024-02-11,Accounting Transaction 16,3283.45,CREDIT
2024-01-25,Accounting Transaction 17,2674.5,DEBIT
2024-01-18,Accounting Transaction 18,1975.04,DEBIT
2024-02-14,Accounting Transaction 19,3643.55,CREDIT
2024-02-17,Accounting Transaction 20,3642.02,DEBIT
2024-01-10,Accounting Transaction 21,5272.94,CREDIT
2024-01-16,Accounting Transaction 22,4028.53,CREDIT
2024-01-26,Accounting Transaction 23,9604.07,CREDIT
2024-02-20,Accounting Transaction 24,1619.32,CREDIT
2024-01-20,Accounting Transaction 25,8816.14,DEBIT
2024-01-01,Accounting Transaction 26,7573.85,CREDIT
2024-02-04,Accounting Transaction 27,219.22,DEBIT
2024-01-25,Accounting Transaction 28,4906.1,DEBIT
2024-01-02,Accounting Transaction 29,9632.6,DEBIT
2024-02-05,Accounting Transaction 30,4880.96,DEBIT
2024-02-26,Accounting Transaction 31,1941.66,DEBIT
2024-02-27,Accounting Transaction 32,6872.38,DEBIT
2024-02-02,Accounting Transaction 33,3661.91,CREDIT
2024-02-04,Accounting Transaction 34,576.01,DEBIT
2024-02-06,Accounting Transaction 35,1363.9,DEBIT
2024-02-23,Accounting Transaction 36,6918.84,CREDIT
2024-02-09,Accounting Transaction 37,939.83,CREDIT
2024-01-08,Accounting Transaction 38,2530.51,CREDIT
2024-01-06,Accounting Transaction 39,6692.85,DEBIT
2024-02-22,Accounting Transaction 40,9112.39,CREDIT
2024-01-26,Accounting Transaction 41,3079.6,DEBIT
2024-01-08,Accounting Transaction 42,2234.66,CREDIT
2024-02-24,Accounting Transaction 43,4335.32,DEBIT
2024-02-04,Accounting Transaction 44,8394.63,DEBIT
2024-02-20,Accounting Transaction 45,3135.56,DEBIT
2024-01-07,Accounting Transaction 46,8168.27,CREDIT
2024-02-01,Accounting Transaction 47,6173.38,CREDIT
2024-01-28,Accounting Transaction 48,9621.84,DEBIT
2024-02-26,Accounting Transaction 49,8038.63,DEBIT
2024-02-24,Accounting Transaction 50,7304.68,CREDIT
2024-01-29,Accounting Transaction 51,2176.17,CREDIT
2024-01-22,Accounting Transaction 52,2598.27,DEBIT
2024-01-29,Accounting Transaction 53,9468.67,CREDIT
2024-01-27,Accounting Transaction 54,1549.9,CREDIT
2024-02-29,Accounting Transaction 55,5687.81,DEBIT
2024-01-16,Accounting Transaction 56,823.97,DEBIT
2024-01-27,Accounting Transaction 57,2317.11,CREDIT
2024-02-23,Accounting Transaction 58,1448.35,CREDIT
2024-01-28,Accounting Transaction 59,7965.63,DEBIT
2024-02-19,Accounting Transaction 60,5501.14,DEBIT
2024-02-23,Accounting Transaction 61,3857.41,CREDIT
2024-02-13,Accounting Transaction 62,3285.97,CREDIT
2024-02-01,Accounting Transaction 63,7448.62,CREDIT
2024-01-09,Accounting Transaction 64,3552.32,DEBIT
2024-01-04,Accounting Transaction 65,6034.54,CREDIT
2024-02-04,Accounting Transaction 66,1528.26,DEBIT
2024-02-16,Accounting Transaction 67,7682.07,CREDIT
2024-01-04,Accounting Transaction 68,3320.94,DEBIT
2024-02-28,Accounting Transaction 69,6061.41,CREDIT
2024-02-12,Accounting Transaction 70,7552.87,DEBIT
2024-02-26,Accounting Transaction 71,8863.05,DEBIT
2024-02-27,Accounting Transaction 72,3059.88,CREDIT
2024-02-11,Accounting Transaction 73,4565.81,CREDIT
2024-02-06,Accounting Transaction 74,1551.02,DEBIT
2024-01-10,Accounting Transaction 75,813.86,DEBIT
2024-01-17,Accounting Transaction 76,3929.45,DEBIT
2024-01-20,Accounting Transaction 77,9795.09,CREDIT
2024-01-04,Accounting Transaction 78,9701.99,DEBIT
2024-01-30,Accounting Transaction 79,6636.62,CREDIT
2024-01-18,Accounting Transaction 80,5871.72,CREDIT
2024-02-26,Accounting Transaction 81,6238.78,DEBIT
2024-02-14,Accounting Transaction 82,9858.36,CREDIT
2024-01-15,Accounting Transaction 83,647.07,CREDIT
2024-02-23,Accounting Transaction 84,9437.41,DEBIT
2024-02-29,Accounting Transaction 85,9731.2,CREDIT
2024-01-04,Accounting Transaction 86,2960.03,DEBIT
2024-02-19,Accounting Transaction 87,3252.66,DEBIT
2024-02-26,Accounting Transaction 88,8772.56,DEBIT
2024-01-04,Accounting Transaction 89,8651.3,CREDIT
